Genes dropped due to baseline enrichment beneath the 0.05 percentile and below1mean value
gene_name	low_baseline_mark
AP5B1	h3k36me3_body
AP5M1	h3k36me3_body
AP5S1	h3k36me3_body
AP5Z1	h3k36me3_body
APAF1	h3k36me3_body
APBA1	h3k36me3_body
APBA3	h3k36me3_body
APBB1	h3k36me3_body
APBB1IP	h3k36me3_body
APBB2	h3k36me3_body
APBB3	h3k36me3_body
APC	h3k36me3_body
APC2	h3k36me3_body
APCDD1	h3k36me3_body
APCDD1L	h3k36me3_body
APCDD1L-AS1	h3k36me3_body
APCS	h3k36me3_body
APEH	h3k36me3_body
APELA	h3k36me3_body
APEX1	h3k36me3_body
APEX2	h3k36me3_body
APH1A	h3k36me3_body
API5	h3k36me3_body
APIP	h3k36me3_body
APITD1	h3k36me3_body
APITD1-CORT	h3k36me3_body
APLF	h3k36me3_body
APLN	h3k36me3_body
APLNR	h3k36me3_body
APLP1	h3k36me3_body
APLP2	h3k36me3_body
APMAP	h3k36me3_body
APOA1	h3k36me3_body
APOA1-AS	h3k36me3_body
APOA2	h3k36me3_body
APOA4	h3k36me3_body
APOA5	h3k36me3_body
APOB	h3k36me3_body
APOBEC1	h3k36me3_body
APOBEC2	h3k36me3_body
APOBEC3A	h3k36me3_body
APOBEC3A_B	h3k36me3_body
APOBEC3B	h3k36me3_body
APOBEC3B-AS1	h3k36me3_body
APOBEC3C	h3k36me3_body
APOBEC3D	h3k36me3_body
APOBEC3F	h3k36me3_body
APOBEC3G	h3k36me3_body
APOBEC3H	h3k36me3_body
APOBEC4	h3k36me3_body
APOBR	h3k36me3_body
APOC1	h3k36me3_body
APOC1P1	h3k36me3_body
APOC2	h3k36me3_body
APOC3	h3k36me3_body
APOC4	h3k36me3_body
APOC4-APOC2	h3k36me3_body
APOD	h3k36me3_body
APOE	h3k36me3_body
APOF	h3k36me3_body
APOH	h3k36me3_body
APOL1	h3k36me3_body
APOL2	h3k36me3_body
APOL3	h3k36me3_body
APOL4	h3k36me3_body
APOL5	h3k36me3_body
APOL6	h3k36me3_body
APOLD1	h3k36me3_body
APOM	h3k36me3_body
APOO	h3k36me3_body
APOOL	h3k36me3_body
APOOP5	h3k36me3_body
APOPT1	h3k36me3_body
APP	h3k36me3_body
APPBP2	h3k36me3_body
APPL1	h3k36me3_body
APPL2	h3k36me3_body
APRT	h3k36me3_body
APTR	h3k36me3_body
APTX	h3k36me3_body
AQP1	h3k36me3_body
AQP10	h3k36me3_body
AQP11	h3k36me3_body
AQP12A	h3k36me3_body
AQP12B	h3k36me3_body
AQP2	h3k36me3_body
AQP3	h3k36me3_body
AQP4	h3k36me3_body
AQP4-AS1	h3k36me3_body
AQP5	h3k36me3_body
AQP6	h3k36me3_body
AQP7	h3k36me3_body
AQP7P1	h3k36me3_body
AQP7P3	h3k36me3_body
AQP8	h3k36me3_body
AR	h3k36me3_body
ARAF	h3k36me3_body
ARAP1	h3k36me3_body
ARAP2	h3k36me3_body
ARAP3	h3k36me3_body
ARC	h3k36me3_body
ARCN1	h3k36me3_body
AREG	h3k36me3_body
AREL1	h3k36me3_body
ARF1	h3k36me3_body
ARF3	h3k36me3_body
ARF4	h3k36me3_body
ARF4-AS1	h3k36me3_body
ARF5	h3k36me3_body
ARF6	h3k36me3_body
ARFGAP1	h3k36me3_body
ARFGAP2	h3k36me3_body
ARFGAP3	h3k36me3_body
ARFGEF1	h3k36me3_body
ARFGEF2	h3k36me3_body
ARFGEF3	h3k36me3_body
ARFIP1	h3k36me3_body
ARFIP2	h3k36me3_body
ARFRP1	h3k36me3_body
ARG1	h3k36me3_body
ARG2	h3k36me3_body
ARGFX	h3k36me3_body
ARGFXP2	h3k36me3_body
ARGLU1	h3k36me3_body
ARHGAP1	h3k36me3_body
ARHGAP10	h3k36me3_body
ARHGAP12	h3k36me3_body
ARHGAP15	h3k36me3_body
ARHGAP17	h3k36me3_body
ARHGAP18	h3k36me3_body
ARHGAP19	h3k36me3_body
ARHGAP19-SLIT1	h3k36me3_body
ARHGAP20	h3k36me3_body
ARHGAP21	h3k36me3_body
ARHGAP22	h3k36me3_body
ARHGAP23	h3k36me3_body
ARHGAP24	h3k36me3_body
ARHGAP25	h3k36me3_body
ARHGAP26	h3k36me3_body
ARHGAP26-AS1	h3k36me3_body
ARHGAP26-IT1	h3k36me3_body
ARHGAP27	h3k36me3_body
ARHGAP28	h3k36me3_body
ARHGAP29	h3k36me3_body
ARHGAP30	h3k36me3_body
ARHGAP31	h3k36me3_body
ARHGAP31-AS1	h3k36me3_body
ARHGAP32	h3k36me3_body
ARHGAP33	h3k36me3_body
ARHGAP35	h3k36me3_body
ARHGAP36	h3k36me3_body
ARHGAP39	h3k36me3_body
ARHGAP4	h3k36me3_body
ARHGAP40	h3k36me3_body
ARHGAP42	h3k36me3_body
ARHGAP44	h3k36me3_body
ARHGAP45	h3k36me3_body
ARHGAP5	h3k36me3_body
ARHGAP5-AS1	h3k36me3_body
ARHGAP6	h3k36me3_body
ARHGAP8	h3k36me3_body
ARHGAP9	h3k36me3_body
ARHGDIA	h3k36me3_body
ARHGDIB	h3k36me3_body
ARHGDIG	h3k36me3_body
ARHGEF1	h3k36me3_body
ARHGEF10	h3k36me3_body
ARHGEF10L	h3k36me3_body
ARHGEF11	h3k36me3_body
ARHGEF12	h3k36me3_body
ARHGEF15	h3k36me3_body
ARHGEF16	h3k36me3_body
ARHGEF17	h3k36me3_body
ARHGEF18	h3k36me3_body
ARHGEF19	h3k36me3_body
ARHGEF2	h3k36me3_body
ARHGEF25	h3k36me3_body
ARHGEF26	h3k36me3_body
ARHGEF26-AS1	h3k36me3_body
ARHGEF28	h3k36me3_body
ARHGEF3	h3k36me3_body
ARHGEF3-AS1	h3k36me3_body
ARHGEF33	h3k36me3_body
ARHGEF34P	h3k36me3_body
ARHGEF35	h3k36me3_body
ARHGEF37	h3k36me3_body
ARHGEF38	h3k36me3_body
ARHGEF38-IT1	h3k36me3_body
ARHGEF39	h3k36me3_body
ARHGEF4	h3k36me3_body
ARHGEF40	h3k36me3_body
ARHGEF5	h3k36me3_body
ARHGEF6	h3k36me3_body
ARHGEF7	h3k36me3_body
ARHGEF7-AS1	h3k36me3_body
ARHGEF7-AS2	h3k36me3_body
ARHGEF9	h3k36me3_body
ARHGEF9-IT1	h3k36me3_body
ARID1A	h3k36me3_body
ARID1B	h3k36me3_body
ARID2	h3k36me3_body
ARID3A	h3k36me3_body
ARID3C	h3k36me3_body
ARID4A	h3k36me3_body
ARID4B	h3k36me3_body
ARID5A	h3k36me3_body
ARID5B	h3k36me3_body
ARIH2	h3k36me3_body
ARIH2OS	h3k36me3_body
ARL1	h3k36me3_body
ARL10	h3k36me3_body
ARL11	h3k36me3_body
ARL13A	h3k36me3_body
ARL13B	h3k36me3_body
ARL14	h3k36me3_body
ARL14EP	h3k36me3_body
ARL14EPL	h3k36me3_body
ARL15	h3k36me3_body
ARL16	h3k36me3_body
ARL17A	h3k36me3_body
ARL17B	h3k36me3_body
ARL2	h3k36me3_body
ARL2-SNX15	h3k36me3_body
ARL2BP	h3k36me3_body
ARL3	h3k36me3_body
ARL4A	h3k36me3_body
ARL4C	h3k36me3_body
ARL4D	h3k36me3_body
ARL5A	h3k36me3_body
ARL5B	h3k36me3_body
ARL5C	h3k36me3_body
ARL6	h3k36me3_body
ARL6IP1	h3k36me3_body
ARL6IP4	h3k36me3_body
ARL6IP5	h3k36me3_body
ARL6IP6	h3k36me3_body
ARL8A	h3k36me3_body
ARL8B	h3k36me3_body
ARL9	h3k36me3_body
ARMC1	h3k36me3_body
ARMC10	h3k36me3_body
ARMC12	h3k36me3_body
ARMC2	h3k36me3_body
ARMC2-AS1	h3k36me3_body
ARMC3	h3k36me3_body
ARMC4	h3k36me3_body
ARMC5	h3k36me3_body
ARMC6	h3k36me3_body
ARMC7	h3k36me3_body
ARMC8	h3k36me3_body
ARMC9	h3k36me3_body
ARMCX1	h3k36me3_body
ARMCX2	h3k36me3_body
ARMCX3	h3k36me3_body
ARMCX4	h3k36me3_body
ARMCX5	h3k36me3_body
ARMCX5-GPRASP2	h3k36me3_body
ARMCX6	h3k36me3_body
ARMS2	h3k36me3_body
ARMT1	h3k36me3_body
ARNT	h3k36me3_body
ARNTL	h3k36me3_body
ARNTL2	h3k36me3_body
ARNTL2-AS1	h3k36me3_body
ARPC1A	h3k36me3_body
ARPC1B	h3k36me3_body
ARPC2	h3k36me3_body
ARPC3	h3k36me3_body
ARPC4	h3k36me3_body
ARPC4-TTLL3	h3k36me3_body
ARPC5	h3k36me3_body
ARPC5L	h3k36me3_body
ARPP21	h3k36me3_body
ARR3	h3k36me3_body
ARRB1	h3k36me3_body
ARRB2	h3k36me3_body
ARRDC1	h3k36me3_body
ARRDC1-AS1	h3k36me3_body
ARRDC2	h3k36me3_body
ARRDC3	h3k36me3_body
ARRDC3-AS1	h3k36me3_body
ARRDC5	h3k36me3_body
ARSA	h3k36me3_body
ARSB	h3k36me3_body
ARSD	h3k36me3_body
ARSE	h3k36me3_body
ARSF	h3k36me3_body
ARSG	h3k36me3_body
ARSH	h3k36me3_body
ARSI	h3k36me3_body
ARSJ	h3k36me3_body
ARSK	h3k36me3_body
ART1	h3k36me3_body
ART3	h3k36me3_body
ART4	h3k36me3_body
ART5	h3k36me3_body
ARTN	h3k36me3_body
ARV1	h3k36me3_body
ARVCF	h3k36me3_body
ARX	h3k36me3_body
AS-PTPRE	h3k36me3_body
AS3MT	h3k36me3_body
ASAH1	h3k36me3_body
ASAH2	h3k36me3_body
ASAH2B	h3k36me3_body
ASAP1	h3k36me3_body
ASAP1-IT1	h3k36me3_body
ASAP1-IT2	h3k36me3_body
ASAP2	h3k36me3_body
ASAP3	h3k36me3_body
ASB1	h3k36me3_body
ASB10	h3k36me3_body
ASB11	h3k36me3_body
ASB12	h3k36me3_body
ASB13	h3k36me3_body
ASB14	h3k36me3_body
ASB15	h3k36me3_body
ASB16	h3k36me3_body
ASB16-AS1	h3k36me3_body
ASB17	h3k36me3_body
ASB18	h3k36me3_body
ASB2	h3k36me3_body
ASB3	h3k36me3_body
ASB4	h3k36me3_body
ASB5	h3k36me3_body
ASB6	h3k36me3_body
ASB8	h3k36me3_body
ASB9	h3k36me3_body
ASCC1	h3k36me3_body
ASCC2	h3k36me3_body
ASCC3	h3k36me3_body
ASCL1	h3k36me3_body
ASCL2	h3k36me3_body
ASCL3	h3k36me3_body
ASCL4	h3k36me3_body
ASCL5	h3k36me3_body
ASF1A	h3k36me3_body
ASF1B	h3k36me3_body
ASGR1	h3k36me3_body
ASGR2	h3k36me3_body
ASH1L	h3k36me3_body
ASH1L-AS1	h3k36me3_body
ASH2L	h3k36me3_body
ASIC1	h3k36me3_body
ASIC2	h3k36me3_body
ASIC3	h3k36me3_body
ASIC4	h3k36me3_body
ASIC5	h3k36me3_body
ASIP	h3k36me3_body
ASL	h3k36me3_body
ASMT	h3k36me3_body
ASMT	h3k36me3_body
ASMTL	h3k36me3_body
ASMTL	h3k36me3_body
ASMTL-AS1	h3k36me3_body
ASMTL-AS1	h3k36me3_body
ASNA1	h3k36me3_body
ASNS	h3k36me3_body
ASNSD1	h3k36me3_body
ASPA	h3k36me3_body
ASPDH	h3k36me3_body
ASPG	h3k36me3_body
ASPH	h3k36me3_body
ASPHD1	h3k36me3_body
ASPHD2	h3k36me3_body
ASPM	h3k36me3_body
ASPN	h3k36me3_body
ASPRV1	h3k36me3_body
ASPSCR1	h3k36me3_body
ASRGL1	h3k36me3_body
ASS1	h3k36me3_body
ASTE1	h3k36me3_body
ASTL	h3k36me3_body
ASTN1	h3k36me3_body
ASTN2	h3k36me3_body
ASTN2-AS1	h3k36me3_body
ASUN	h3k36me3_body
ASXL1	h3k36me3_body
ASXL2	h3k36me3_body
ASXL3	h3k36me3_body
ASZ1	h3k36me3_body
ATAD1	h3k36me3_body
ATAD2	h3k36me3_body
ATAD2B	h3k36me3_body
ATAD3A	h3k36me3_body
ATAD3B	h3k36me3_body
ATAD3C	h3k36me3_body
ATAD5	h3k36me3_body
ATAT1	h3k36me3_body
ATCAY	h3k36me3_body
ATE1	h3k36me3_body
ATE1-AS1	h3k36me3_body
ATF1	h3k36me3_body
ATF2	h3k36me3_body
ATF3	h3k36me3_body
ATF4	h3k36me3_body
ATF5	h3k36me3_body
ATF6	h3k36me3_body
ATF6B	h3k36me3_body
ATF7	h3k36me3_body
ATF7IP	h3k36me3_body
ATF7IP2	h3k36me3_body
ATG10	h3k36me3_body
ATG101	h3k36me3_body
ATG12	h3k36me3_body
ATG13	h3k36me3_body
ATG14	h3k36me3_body
ATG16L1	h3k36me3_body
ATG16L2	h3k36me3_body
ATG2A	h3k36me3_body
ATG2B	h3k36me3_body
ATG3	h3k36me3_body
ATG4A	h3k36me3_body
ATG4B	h3k36me3_body
ATG4C	h3k36me3_body
ATG4D	h3k36me3_body
ATG5	h3k36me3_body
ATG7	h3k36me3_body
ATG9A	h3k36me3_body
ATG9B	h3k36me3_body
ATIC	h3k36me3_body
ATL1	h3k36me3_body
ATL2	h3k36me3_body
ATL3	h3k36me3_body
ATM	h3k36me3_body
ATMIN	h3k36me3_body
ATN1	h3k36me3_body
ATOH1	h3k36me3_body
ATOH7	h3k36me3_body
ATOH8	h3k36me3_body
ATOX1	h3k36me3_body
ATP10B	h3k36me3_body
ATP10D	h3k36me3_body
ATP11A	h3k36me3_body
ATP11A-AS1	h3k36me3_body
ATP11AUN	h3k36me3_body
ATP11B	h3k36me3_body
ATP11C	h3k36me3_body
ATP12A	h3k36me3_body
ATP13A1	h3k36me3_body
ATP13A2	h3k36me3_body
ATP13A3	h3k36me3_body
ATP13A4	h3k36me3_body
ATP13A4-AS1	h3k36me3_body
ATP13A5	h3k36me3_body
ATP13A5-AS1	h3k36me3_body
ATP1A1	h3k36me3_body
ATP1A1-AS1	h3k36me3_body
ATP1A2	h3k36me3_body
ATP1A3	h3k36me3_body
ATP1A4	h3k36me3_body
ATP1B1	h3k36me3_body
ATP1B2	h3k36me3_body
ATP1B3	h3k36me3_body
ATP1B4	h3k36me3_body
ATP23	h3k36me3_body
ATP2A1	h3k36me3_body
ATP2A1-AS1	h3k36me3_body
ATP2A2	h3k36me3_body
ATP2A3	h3k36me3_body
ATP2B1	h3k36me3_body
ATP2B2	h3k36me3_body
ATP2B2-IT2	h3k36me3_body
ATP2B3	h3k36me3_body
ATP2B4	h3k36me3_body
ATP2C1	h3k36me3_body
ATP2C2	h3k36me3_body
ATP4A	h3k36me3_body
ATP4B	h3k36me3_body
ATP5A1	h3k36me3_body
ATP5B	h3k36me3_body
ATP5C1	h3k36me3_body
ATP5D	h3k36me3_body
ATP5E	h3k36me3_body
ATP5EP2	h3k36me3_body
ATP5F1	h3k36me3_body
ATP5G1	h3k36me3_body
ATP5G2	h3k36me3_body
ATP5G3	h3k36me3_body
ATP5H	h3k36me3_body
ATP5I	h3k36me3_body
ATP5J	h3k36me3_body
ATP5J2	h3k36me3_body
ATP5J2-PTCD1	h3k36me3_body
ATP5L	h3k36me3_body
ATP5L2	h3k36me3_body
ATP5O	h3k36me3_body
ATP5S	h3k36me3_body
ATP5SL	h3k36me3_body
ATP6AP1	h3k36me3_body
ATP6AP1L	h3k36me3_body
ATP6AP2	h3k36me3_body
ATP6V0A1	h3k36me3_body
ATP6V0A2	h3k36me3_body
ATP6V0A4	h3k36me3_body
ATP6V0B	h3k36me3_body
ATP6V0C	h3k36me3_body
ATP6V0CP3	h3k36me3_body
ATP6V0D1	h3k36me3_body
ATP6V0D2	h3k36me3_body
ATP6V0E1	h3k36me3_body
ATP6V0E2	h3k36me3_body
ATP6V0E2-AS1	h3k36me3_body
ATP6V1A	h3k36me3_body
ATP6V1B1	h3k36me3_body
ATP6V1B1-AS1	h3k36me3_body
ATP6V1B2	h3k36me3_body
ATP6V1C1	h3k36me3_body
ATP6V1C2	h3k36me3_body
ATP6V1D	h3k36me3_body
ATP6V1E1	h3k36me3_body
ATP6V1E2	h3k36me3_body
ATP6V1F	h3k36me3_body
ATP6V1G1	h3k36me3_body
ATP6V1G2	h3k36me3_body
ATP6V1G2-DDX39B	h3k36me3_body
ATP6V1G3	h3k36me3_body
ATP6V1H	h3k36me3_body
ATP7A	h3k36me3_body
ATP7B	h3k36me3_body
ATP8A1	h3k36me3_body
ATP8A2	h3k36me3_body
ATP8B1	h3k36me3_body
ATP8B2	h3k36me3_body
ATP8B3	h3k36me3_body
ATP8B5P	h3k36me3_body
ATP9A	h3k36me3_body
ATP9B	h3k36me3_body
ATPAF1	h3k36me3_body
ATPAF2	h3k36me3_body
ATPIF1	h3k36me3_body
ATR	h3k36me3_body
ATRAID	h3k36me3_body
ATRIP	h3k36me3_body
ATRN	h3k36me3_body
ATRNL1	h3k36me3_body
ATRX	h3k36me3_body
ATXN1	h3k36me3_body
ATXN10	h3k36me3_body
ATXN1L	h3k36me3_body
ATXN2	h3k36me3_body
ATXN2L	h3k36me3_body
ATXN3	h3k36me3_body
ATXN3L	h3k36me3_body
ATXN7	h3k36me3_body
ATXN7L1	h3k36me3_body
ATXN7L2	h3k36me3_body
ATXN7L3	h3k36me3_body
ATXN7L3B	h3k36me3_body
ATXN8OS	h3k36me3_body
AUH	h3k36me3_body
AUNIP	h3k36me3_body
AUP1	h3k36me3_body
AURKA	h3k36me3_body
AURKAIP1	h3k36me3_body
AURKAPS1	h3k36me3_body
AURKB	h3k36me3_body
AURKC	h3k36me3_body
AUTS2	h3k36me3_body
AVIL	h3k36me3_body
AVL9	h3k36me3_body
AVP	h3k36me3_body
AVPI1	h3k36me3_body
AVPR1A	h3k36me3_body
AVPR1B	h3k36me3_body
AVPR2	h3k36me3_body
AWAT1	h3k36me3_body
AWAT2	h3k36me3_body
AXDND1	h3k36me3_body
AXIN1	h3k36me3_body
AXIN2	h3k36me3_body
AXL	h3k36me3_body
AZGP1	h3k36me3_body
AZGP1P1	h3k36me3_body
AZI2	h3k36me3_body
AZIN1	h3k36me3_body
AZIN1-AS1	h3k36me3_body
AZIN2	h3k36me3_body
AZU1	h3k36me3_body
B3GALNT1	h3k36me3_body
B3GALNT2	h3k36me3_body
B3GALT1	h3k36me3_body
B3GALT2	h3k36me3_body
B3GALT4	h3k36me3_body
B3GALT5	h3k36me3_body
B3GALT5-AS1	h3k36me3_body
B3GALT6	h3k36me3_body
B3GAT1	h3k36me3_body
B3GAT2	h3k36me3_body
B3GAT3	h3k36me3_body
B3GLCT	h3k36me3_body
B3GNT2	h3k36me3_body
B3GNT3	h3k36me3_body
B3GNT4	h3k36me3_body
B3GNT5	h3k36me3_body
B3GNT6	h3k36me3_body
B3GNT7	h3k36me3_body
B3GNT8	h3k36me3_body
B3GNT9	h3k36me3_body
B3GNTL1	h3k36me3_body
B4GALNT1	h3k36me3_body
B4GALNT2	h3k36me3_body
B4GALNT3	h3k36me3_body
B4GALNT4	h3k36me3_body
B4GALT1	h3k36me3_body
B4GALT1-AS1	h3k36me3_body
B4GALT2	h3k36me3_body
B4GALT3	h3k36me3_body
B4GALT4	h3k36me3_body
B4GALT4-AS1	h3k36me3_body
B4GALT5	h3k36me3_body
B4GALT6	h3k36me3_body
B4GALT7	h3k36me3_body
B4GAT1	h3k36me3_body
B9D1	h3k36me3_body
B9D2	h3k36me3_body
BAALC	h3k36me3_body
BAALC-AS1	h3k36me3_body
BAALC-AS2	h3k36me3_body
BAAT	h3k36me3_body
BABAM1	h3k36me3_body
BACE1	h3k36me3_body
BACE1-AS	h3k36me3_body
BACE2	h3k36me3_body
BACH1	h3k36me3_body
BACH1-IT2	h3k36me3_body
BACH2	h3k36me3_body
BAD	h3k36me3_body
BAG1	h3k36me3_body
BAG2	h3k36me3_body
BAG3	h3k36me3_body
BAG4	h3k36me3_body
BAG5	h3k36me3_body
BAG6	h3k36me3_body
BAGE	h3k36me3_body
BAGE2	h3k36me3_body
BAGE3	h3k36me3_body
BAGE4	h3k36me3_body
BAGE5	h3k36me3_body
BAHCC1	h3k36me3_body
BAIAP2	h3k36me3_body
BAIAP2-AS1	h3k36me3_body
BAIAP2L1	h3k36me3_body
BAIAP2L2	h3k36me3_body
BAIAP3	h3k36me3_body
BAK1	h3k36me3_body
BAMBI	h3k36me3_body
BANCR	h3k36me3_body
BANF1	h3k36me3_body
BANF2	h3k36me3_body
BANK1	h3k36me3_body
BANP	h3k36me3_body
BAP1	h3k36me3_body
BARD1	h3k36me3_body
BARHL1	h3k36me3_body
BARHL2	h3k36me3_body
BARX1	h3k36me3_body
BARX2	h3k36me3_body
BASP1	h3k36me3_body
BASP1P1	h3k36me3_body
BATF	h3k36me3_body
BATF2	h3k36me3_body
BATF3	h3k36me3_body
BAX	h3k36me3_body
BAZ1A	h3k36me3_body
BAZ1B	h3k36me3_body
BAZ2A	h3k36me3_body
BAZ2B	h3k36me3_body
BBC3	h3k36me3_body
BBIP1	h3k36me3_body
BBOF1	h3k36me3_body
BBOX1	h3k36me3_body
BBOX1-AS1	h3k36me3_body
BBS1	h3k36me3_body
BBS10	h3k36me3_body
BBS12	h3k36me3_body
BBS2	h3k36me3_body
BBS5	h3k36me3_body
BBS7	h3k36me3_body
BBS9	h3k36me3_body
BBX	h3k36me3_body
BCAM	h3k36me3_body
BCAN	h3k36me3_body
BCAP29	h3k36me3_body
BCAP31	h3k36me3_body
BCAR1	h3k36me3_body
BCAR3	h3k36me3_body
BCAR4	h3k36me3_body
BCAS1	h3k36me3_body
BCAS2	h3k36me3_body
BCAS3	h3k36me3_body
BCAS4	h3k36me3_body
BCAT1	h3k36me3_body
BCAT2	h3k36me3_body
BCCIP	h3k36me3_body
BCDIN3D	h3k36me3_body
BCDIN3D-AS1	h3k36me3_body
BCHE	h3k36me3_body
BCKDHA	h3k36me3_body
BCKDHB	h3k36me3_body
BCKDK	h3k36me3_body
BCL10	h3k36me3_body
BCL11A	h3k36me3_body
BCL11B	h3k36me3_body
BCL2	h3k36me3_body
BCL2L1	h3k36me3_body
BCL2L11	h3k36me3_body
BCL2L12	h3k36me3_body
BCL2L13	h3k36me3_body
BCL2L14	h3k36me3_body
BCL2L15	h3k36me3_body
BCL2L2	h3k36me3_body
BCL2L2-PABPN1	h3k36me3_body
BCL3	h3k36me3_body
BCL6	h3k36me3_body
BCL6B	h3k36me3_body
BCL7A	h3k36me3_body
BCL7B	h3k36me3_body
BCL7C	h3k36me3_body
BCL9	h3k36me3_body
BCL9L	h3k36me3_body
BCLAF1	h3k36me3_body
BCO1	h3k36me3_body
BCO2	h3k36me3_body
BCOR	h3k36me3_body
BCORL1	h3k36me3_body
BCORP1	h3k36me3_body
BCR	h3k36me3_body
BCRP2	h3k36me3_body
BCRP3	h3k36me3_body
BCS1L	h3k36me3_body
BCYRN1	h3k36me3_body
BDH1	h3k36me3_body
BDH2	h3k36me3_body
BDKRB1	h3k36me3_body
BDKRB2	h3k36me3_body
BDNF	h3k36me3_body
BDNF-AS	h3k36me3_body
BDP1	h3k36me3_body
BEAN1	h3k36me3_body
BEAN1-AS1	h3k36me3_body
BECN1	h3k36me3_body
BECN2	h3k36me3_body
BEGAIN	h3k36me3_body
BEND2	h3k36me3_body
BEND3	h3k36me3_body
BEND3P3	h3k36me3_body
BEND4	h3k36me3_body
BEND5	h3k36me3_body
BEND6	h3k36me3_body
BEND7	h3k36me3_body
BEST1	h3k36me3_body
BEST2	h3k36me3_body
BEST3	h3k36me3_body
BEST4	h3k36me3_body
BET1	h3k36me3_body
BET1L	h3k36me3_body
BEX1	h3k36me3_body
BEX2	h3k36me3_body
BEX3	h3k36me3_body
BEX4	h3k36me3_body
BEX5	h3k36me3_body
BFAR	h3k36me3_body
BFSP1	h3k36me3_body
BFSP2	h3k36me3_body
BFSP2-AS1	h3k36me3_body
BGLAP	h3k36me3_body
BGLT3	h3k36me3_body
BGN	h3k36me3_body
BHLHA15	h3k36me3_body
BHLHA9	h3k36me3_body
BHLHB9	h3k36me3_body
BHLHE22	h3k36me3_body
BHLHE23	h3k36me3_body
BHLHE40	h3k36me3_body
BHLHE40-AS1	h3k36me3_body
BHLHE41	h3k36me3_body
BHMG1	h3k36me3_body
BHMT	h3k36me3_body
BHMT2	h3k36me3_body
BICC1	h3k36me3_body
BICD1	h3k36me3_body
BICD2	h3k36me3_body
BICDL1	h3k36me3_body
BICDL2	h3k36me3_body
BID	h3k36me3_body
BIK	h3k36me3_body
BIN1	h3k36me3_body
BIN2	h3k36me3_body
BIN3	h3k36me3_body
BIN3-IT1	h3k36me3_body
BIRC2	h3k36me3_body
BIRC3	h3k36me3_body
BIRC5	h3k36me3_body
BIRC6	h3k36me3_body
BIRC6-AS2	h3k36me3_body
BIRC7	h3k36me3_body
BIRC8	h3k36me3_body
BISPR	h3k36me3_body
BIVM	h3k36me3_body
BIVM-ERCC5	h3k36me3_body
BLACAT1	h3k36me3_body
BLACE	h3k36me3_body
BLCAP	h3k36me3_body
BLID	h3k36me3_body
BLK	h3k36me3_body
BLMH	h3k36me3_body
BLNK	h3k36me3_body
BLOC1S1	h3k36me3_body
BLOC1S1-RDH5	h3k36me3_body
BLOC1S2	h3k36me3_body
BLOC1S3	h3k36me3_body
BLOC1S4	h3k36me3_body
BLOC1S5	h3k36me3_body
BLOC1S5-TXNDC5	h3k36me3_body
BLVRA	h3k36me3_body
BLVRB	h3k36me3_body
BLZF1	h3k36me3_body
BMI1	h3k36me3_body
BMP1	h3k36me3_body
BMP10	h3k36me3_body
BMP15	h3k36me3_body
BMP2	h3k36me3_body
BMP2K	h3k36me3_body
BMP3	h3k36me3_body
BMP4	h3k36me3_body
BMP5	h3k36me3_body
BMP6	h3k36me3_body
BMP7	h3k36me3_body
BMP7-AS1	h3k36me3_body
BMP8A	h3k36me3_body
BMP8B	h3k36me3_body
BMPER	h3k36me3_body
BMPR1A	h3k36me3_body
BMPR1B	h3k36me3_body
BMPR1B-AS1	h3k36me3_body
BMPR2	h3k36me3_body
BMS1	h3k36me3_body
BMS1P17	h3k36me3_body
BMS1P17	h3k36me3_body
BMS1P18	h3k36me3_body
BMS1P18	h3k36me3_body
BMS1P20	h3k36me3_body
BMS1P21	h3k36me3_body
BMS1P22	h3k36me3_body
BMS1P22	h3k36me3_body
BMS1P4	h3k36me3_body
BMS1P5	h3k36me3_body
BMS1P6	h3k36me3_body
BMT2	h3k36me3_body
BMX	h3k36me3_body
BNC2	h3k36me3_body
BNIP1	h3k36me3_body
BNIP3	h3k36me3_body
BNIP3L	h3k36me3_body
BNIPL	h3k36me3_body
BOC	h3k36me3_body
BOD1	h3k36me3_body
BOD1L1	h3k36me3_body
BOD1L2	h3k36me3_body
BOK	h3k36me3_body
BOK-AS1	h3k36me3_body
BOLA1	h3k36me3_body
BOLA2	h3k36me3_body
BOLA2-SMG1P6	h3k36me3_body
BOLA2B	h3k36me3_body
BOLA3	h3k36me3_body
BOLA3-AS1	h3k36me3_body
BOLL	h3k36me3_body
BOP1	h3k36me3_body
BORA	h3k36me3_body
BORCS5	h3k36me3_body
BORCS6	h3k36me3_body
BORCS7	h3k36me3_body
BORCS7-ASMT	h3k36me3_body
BORCS8	h3k36me3_body
BORCS8-MEF2B	h3k36me3_body
BPESC1	h3k36me3_body
BPGM	h3k36me3_body
BPHL	h3k36me3_body
BPI	h3k36me3_body
BPIFA1	h3k36me3_body
BPIFA2	h3k36me3_body
BPIFA3	h3k36me3_body
BPIFA4P	h3k36me3_body
BPIFB1	h3k36me3_body
BPIFB2	h3k36me3_body
BPIFB3	h3k36me3_body
BPIFB4	h3k36me3_body
BPIFB6	h3k36me3_body
BPIFC	h3k36me3_body
BPNT1	h3k36me3_body
BPTF	h3k36me3_body
BPY2	h3k36me3_body
BPY2B	h3k36me3_body
BPY2C	h3k36me3_body
BRAF	h3k36me3_body
BRAP	h3k36me3_body
